Matematica;Comunicacion;Ingles;DesarrolloPersonal;Historia;ArteyCultura;Quimica;Biologia;Fisica;EmprendimientoI;EmprendimientoII;KuderA;KuderB;KuderC;KuderD;KuderE;KuderF;KuderG;KuderH;KuderI;KuderJ;CapsE1MR;CapsE2SR;CapsE3VR;CapsE4NA;CapsE5LU;CapsE6WK;CapsE7PSA;Career
11;17;19;20;16;18;20;20;12;16;12;23;9;29;20;9;19;17;17;24;21;2;0;9;9;6;9;0;IngenieriadeMinas
15;17;18;18;20;20;15;16;20;20;20;19;8;28;25;6;20;11;23;28;13;6;1;0;0;0;0;7;Contabilidad
10;16;18;0;14;12;5;12;0;16;8;17;18;27;19;15;18;18;11;22;11;2;0;9;9;1;3;7;IngenieriadeSistemas
8;17;18;0;20;0;18;12;12;12;16;29;11;24;25;29;25;9;26;24;16;6;0;4;0;7;0;4;MedicinaHumana
9;15;19;20;18;18;15;20;16;16;12;17;22;11;29;20;10;24;6;14;23;6;0;1;2;0;1;7;CienciaPoliticayGobierno
14;17;10;18;18;20;8;20;20;20;12;27;20;27;11;21;24;27;16;17;14;6;0;0;5;0;4;0;IngenieriaComercial
14;9;10;20;20;20;20;16;16;18;20;8;17;22;27;23;14;9;28;21;20;1;1;9;9;4;3;0;IngenieriadeMinas
13;8;20;18;20;12;20;20;18;12;20;8;8;16;16;30;7;8;14;24;24;5;5;2;0;4;6;5;Contabilidad
9;16;10;18;18;14;0;16;7;10;10;15;18;24;10;21;28;14;9;15;14;0;0;9;0;4;0;0;IngenieriaMecanica
3;19;19;20;16;16;20;20;0;20;14;7;25;18;27;27;7;23;15;7;20;4;6;9;0;9;9;2;IngenieriaCivil
18;15;15;20;20;20;19;20;20;20;20;27;23;14;30;10;21;8;15;9;16;4;5;9;5;4;9;9;IngenieriadeSistemas
12;16;19;18;14;20;20;20;0;20;6;9;9;14;27;10;24;12;9;17;25;0;3;9;5;5;0;5;Arquitectura
5;19;15;12;16;16;13;16;12;18;16;15;15;9;10;24;24;27;20;14;11;0;7;9;5;9;9;3;IngenieriaElectronica
16;17;18;20;20;16;20;20;20;20;20;20;12;12;21;25;22;29;8;28;21;6;0;9;1;5;6;6;MedicinaVeterinariayZootecnia
12;18;20;20;18;20;14;20;20;18;16;25;6;19;26;25;22;20;6;25;13;6;2;9;0;8;6;4;IngenieriadeMinas
14;17;15;20;18;8;14;16;16;12;14;13;13;29;20;11;20;25;26;15;8;4;4;9;2;0;6;6;IngenieriaElectronica
7;15;16;20;20;18;0;20;4;18;16;21;8;8;12;30;12;19;23;16;14;1;3;0;0;0;2;0;Contabilidad
19;17;18;20;20;18;16;20;19;20;18;17;18;18;14;10;18;8;17;22;11;4;7;9;4;0;1;0;MedicinaVeterinariayZootecnia
13;19;15;20;14;20;20;20;17;16;0;16;10;20;18;10;6;8;13;14;30;4;6;9;7;0;3;6;IngenieriadeMinas
16;9;20;20;20;20;20;20;18;20;20;10;17;26;14;24;16;28;18;24;17;0;3;0;9;6;7;0;IngenieriaBiotecnologica
19;18;20;20;20;16;20;20;16;20;16;16;16;23;22;15;7;7;21;18;14;5;2;4;2;1;6;7;Derecho
12;18;20;20;20;18;0;0;8;14;16;6;21;17;11;26;26;18;8;13;6;4;7;6;4;0;6;6;AdministraciondeEmpresas
11;17;20;20;20;20;20;20;20;18;16;25;26;28;25;17;16;29;7;27;20;4;4;0;9;0;0;7;IngenieriaMecanicaElectrica
19;17;19;20;16;14;20;20;12;20;8;13;10;12;28;29;13;23;19;13;22;1;5;3;9;0;7;1;Odontologia
14;18;19;18;20;16;20;20;20;18;18;21;7;23;19;23;27;21;19;20;15;6;3;4;7;4;9;5;Derecho
16;17;20;16;18;0;11;20;5;0;12;19;26;26;14;13;10;23;25;19;17;6;3;0;9;7;9;1;IngenieriaBiotecnologica
8;18;3;20;14;20;16;20;17;16;20;15;26;24;16;6;23;18;22;24;26;6;0;4;1;4;1;4;AdministraciondeEmpresas
6;18;10;20;18;16;14;20;13;8;8;7;11;26;27;25;15;29;30;22;28;6;5;9;1;5;9;2;IngenieriadeIndustriaAlimentaria
13;18;9;20;20;18;19;20;18;18;12;28;20;18;14;12;25;20;17;21;8;2;0;9;9;4;0;0;IngenieriadeSistemas
14;19;19;18;10;18;14;16;13;8;12;15;21;26;29;23;15;20;17;12;6;3;0;3;0;5;8;1;Enfermeria
16;18;19;20;18;20;0;20;14;20;18;29;16;15;7;20;29;17;16;8;18;6;2;6;8;2;1;3;ObstetriciayPuericultura
13;16;18;20;18;20;17;20;18;20;20;24;20;17;14;8;29;11;10;21;20;1;0;0;2;7;9;4;IngenieriaComercial
3;8;18;16;18;14;15;12;5;0;16;7;16;26;14;29;21;19;15;22;14;0;0;9;0;0;5;0;IngenieriaAgronomicayAgricola
12;17;17;20;20;18;20;20;14;20;16;21;18;28;22;26;19;6;6;19;6;1;6;9;4;0;4;0;IngenieriaAmbiental
6;19;9;10;8;8;15;8;0;8;8;24;28;25;26;19;21;27;13;8;20;0;5;9;4;6;8;0;IngenieriaCivil
14;15;19;20;18;8;19;16;15;18;18;12;11;14;7;27;18;20;23;19;14;6;3;9;1;2;3;3;IngenieriaIndustrial
11;17;20;20;20;20;16;20;17;18;16;26;9;28;9;18;28;13;19;23;19;2;5;9;3;6;2;2;IngenieriaMecanica
7;18;18;18;18;14;18;20;20;16;16;7;21;22;13;14;7;26;19;22;20;2;6;0;7;0;2;7;IngenieriaComercial
9;19;8;18;6;8;19;16;13;16;12;18;29;9;22;15;8;6;29;25;24;6;3;2;0;6;0;0;CienciaPoliticayGobierno
6;8;17;20;18;20;16;20;0;16;10;19;8;15;6;13;16;15;12;24;13;6;2;0;9;7;0;3;TecnologiaMedica
18;19;20;20;20;18;20;20;16;20;20;27;7;19;22;7;25;13;8;24;24;6;4;5;9;2;2;3;TecnologiaMedica
13;18;10;20;18;0;10;16;6;18;14;30;28;19;7;13;7;23;21;16;18;3;0;9;9;0;9;3;IngenieriadeMinas
17;17;19;20;20;20;19;20;20;20;18;13;26;8;29;29;13;24;24;26;28;1;6;9;0;2;2;0;IngenieriaAmbiental
18;17;20;20;18;20;20;20;17;20;14;24;7;27;14;13;28;19;25;19;27;6;2;6;2;6;0;4;Derecho
17;8;19;20;20;14;16;20;16;20;20;25;24;21;12;15;14;17;12;29;12;0;1;5;2;0;9;0;CienciaPoliticayGobierno
0;17;12;16;4;10;19;8;14;12;10;27;26;28;19;29;12;19;22;12;15;0;0;8;7;3;9;5;Arquitectura
15;18;19;20;20;20;20;20;20;16;12;21;6;24;26;20;22;29;15;25;28;3;2;0;6;4;9;7;CienciaPoliticayGobierno
9;19;16;18;18;16;18;20;15;18;16;23;17;14;28;24;12;21;25;26;10;0;0;9;9;1;8;0;IngenieriaMecanicaElectrica
15;17;20;16;20;10;14;16;14;14;20;18;28;22;23;14;30;20;14;7;6;4;7;9;9;3;9;5;MedicinaVeterinariayZootecnia
19;17;20;20;20;20;20;20;20;20;20;25;10;24;23;8;12;7;27;10;28;0;4;0;0;1;9;1;Contabilidad
17;18;20;20;18;20;20;20;20;14;14;14;25;15;23;25;17;11;17;6;19;0;2;5;5;0;7;1;Contabilidad
4;8;7;20;18;8;20;20;5;10;8;14;30;22;9;26;20;26;13;10;13;0;5;0;5;0;2;1;IngenieriaComercial
15;16;19;20;20;16;0;0;10;18;16;18;13;22;17;9;6;20;30;11;9;6;0;6;9;3;9;0;Enfermeria
14;16;19;20;16;12;10;16;20;20;14;26;6;25;7;8;27;20;30;14;10;6;1;5;5;5;9;0;CienciaPoliticayGobierno
18;17;19;18;18;20;16;20;16;18;12;23;23;10;25;17;12;24;15;14;10;4;3;3;7;2;0;7;Contabilidad
7;19;15;20;20;16;20;20;14.5;12;12;28;8;30;30;21;22;18;7;28;24;4;3;3;9;6;0;5;TecnologiaMedica
19;18;20;20;20;20;20;20;20;18;20;15;27;24;6;15;6;14;10;29;28;2;0;0;0;1;6;0;CienciaPoliticayGobierno
9;17;17;18;20;16;18;20;20;18;16;28;10;18;15;20;13;25;13;22;14;1;0;9;4;0;0;7;IngenieriaMecanicaElectrica
16;19;20;18;20;16;18;16;16;18;18;17;23;27;22;28;21;29;21;16;14;0;0;6;9;6;1;0;EducacionInicial
17;15;19;20;18;18;19;20;16;18;18;29;13;22;10;21;6;7;24;9;20;6;3;9;5;0;9;0;IngenieriadeMinas
12;17;10;20;20;20;18;8;14;8;20;13;15;11;27;28;21;13;26;27;27;2;7;9;6;5;9;0;IngenieriaMecanica
8;18;18;20;20;18;18;20;18;14;16;28;13;26;10;17;29;23;10;22;12;2;4;4;9;0;0;6;ObstetriciayPuericultura
13;15;10;16;20;20;17;20;3;18;20;12;8;16;20;26;7;22;23;12;29;6;5;2;0;9;0;0;Teologia
17;16;19;20;16;20;17;16;17;20;14;7;13;9;23;18;24;22;21;13;8;5;0;1;4;9;0;0;Teologia
16;16;20;0;16;16;18;0;15;18;12;9;6;12;19;18;15;23;24;30;9;1;3;0;1;0;0;0;CienciaPoliticayGobierno
12;17;20;18;20;20;0;16;14;18;20;7;6;20;10;7;10;19;22;8;28;0;1;9;7;1;0;0;IngenieriadeIndustriaAlimentaria
19;18;20;18;20;20;20;20;19;20;20;6;15;6;9;15;13;28;26;17;19;1;7;0;9;0;0;4;Enfermeria
15;15;7;20;20;20;16;16;14;20;0;28;12;17;6;19;29;24;24;11;30;3;3;6;9;0;9;3;TecnologiaMedica
14;17;20;20;18;16;12;20;16;18;12;23;20;6;14;22;8;13;23;16;8;1;0;6;9;4;2;0;MedicinaHumana
8;19;14;18;18;10;17;20;0;10;16;15;7;13;16;23;9;25;28;17;29;0;5;2;9;5;5;6;FarmaciayBioquimica
12;19;19;18;18;16;16;12;16;18;12;22;30;7;9;14;14;26;9;23;27;0;6;9;0;0;9;2;IngenieriaElectronica
7;9;18;20;20;14;8;16;14;18;20;15;17;13;28;6;7;27;21;6;26;6;0;0;5;6;0;3;AdministraciondeEmpresas
19;17;18;16;18;20;16;20;15;20;20;17;18;15;17;6;13;23;19;12;25;0;0;9;1;9;9;1;IngenieriaCivil
20;17;18;18;16;12;10;20;8;14;20;11;14;18;22;14;22;6;29;23;25;1;2;2;2;3;0;4;IngenieriaComercial
11;18;19;20;20;18;20;20;0;16;18;20;17;22;8;24;14;28;16;26;6;6;6;9;7;0;2;4;IngenieriaMecatronica
8;17;7;20;10;20;16;20;9;14;8;25;19;22;15;9;7;24;27;18;10;4;1;2;2;0;2;0;AdministraciondeEmpresas
19;19;10;20;20;20;14;16;16;18;18;24;6;29;19;26;10;26;15;17;8;5;2;0;9;0;9;0;Odontologia
15;18;13;18;20;10;17;20;10;12;14;24;29;6;8;12;17;27;10;19;7;1;3;2;2;0;5;2;Contabilidad
12;18;20;20;18;16;17;20;16;20;16;23;26;21;12;17;22;17;18;17;15;3;6;6;2;6;5;0;IngenieriaComercial
6;15;14;14;0;14;15;16;10;14;0;16;21;18;23;10;21;22;19;15;22;6;2;3;9;0;9;0;Enfermeria
15;19;19;20;20;20;15;16;20;20;18;23;20;20;27;17;23;28;19;24;25;6;2;9;9;0;9;4;Arquitectura
4;9;15;20;16;12;12;16;10;12;20;16;27;8;23;16;10;23;30;14;7;6;6;4;0;3;4;0;CienciaPoliticayGobierno
9;16;16;20;18;6;19;16;17;14;12;9;13;8;28;8;9;10;20;14;16;6;4;9;2;4;4;0;IngenieriaMecanica
15;17;20;20;16;16;19;12;0;20;8;6;24;13;28;8;20;7;20;13;15;2;0;2;9;9;2;0;TrabajoSocial
14;9;18;20;16;0;20;20;5.5;16;14;9;18;8;28;7;26;25;28;14;22;0;6;3;0;0;9;7;IngenieriaComercial
14;17;18;20;18;20;0;20;16;20;18;6;15;14;8;14;25;13;12;8;26;6;0;4;6;0;9;0;Contabilidad
12;17;20;0;16;0;8;20;15;8;8;12;30;21;25;10;28;18;29;17;15;6;2;9;2;1;9;0;IngenieriadeIndustriaAlimentaria
19;18;17;18;20;16;11;20;19;14;18;10;21;23;25;22;20;24;29;28;14;6;4;0;7;5;3;2;IngenieriaComercial
18;18;10;20;20;10;20;20;18;18;18;18;8;15;25;10;29;14;30;11;10;0;2;0;7;1;6;1;Contabilidad
14;16;9;18;20;16;16;16;10;8;20;8;19;30;22;27;19;7;6;25;10;6;1;9;0;6;0;0;IngenieriaMecanicaElectrica
14;16;17;16;18;20;18;20;0;20;20;9;17;29;25;6;6;25;21;23;17;3;5;9;2;1;9;5;IngenieriaMecanicaElectrica
15;14;10;20;16;14;20;16;18;20;16;15;10;6;22;30;9;27;17;17;29;0;2;4;4;2;1;1;MedicinaHumana
17;16;18;20;20;20;20;20;20;18;18;19;13;16;7;19;16;22;6;28;26;4;0;9;5;5;3;6;IngenieriadeSistemas
14;17;19;20;0;20;16;20;0;20;16;7;26;11;27;7;18;9;15;12;22;0;6;0;9;4;2;9;Odontologia
19;17;20;20;20;20;20;20;16;20;16;8;25;9;14;9;30;13;26;6;26;0;0;7;4;2;2;1;AdministraciondeEmpresas
18;18;15;18;20;20;16;20;17;20;20;28;27;19;17;18;18;20;26;27;23;0;5;0;9;9;5;6;PublicidadyMultimedia
9;19;15;20;8;0;20;16;14;0;12;22;27;25;15;19;16;21;11;6;13;6;0;9;7;8;9;0;MedicinaVeterinariayZootecnia
15;17;20;20;20;18;20;20;11;16;16;21;28;19;7;13;7;12;11;27;16;0;0;0;0;2;7;0;Contabilidad
11;18;20;20;14;18;17;20;17;12;12;10;10;27;24;22;7;8;27;28;25;2;1;0;4;4;6;0;IngenieriaComercial
11;19;19;20;20;20;20;20;14;18;14;12;7;12;12;27;27;19;10;19;14;4;7;0;9;6;7;9;MedicinaHumana
8;18;18;20;18;0;14;20;17;14;20;19;29;28;30;21;28;7;14;11;29;0;3;2;9;0;0;9;MedicinaVeterinariayZootecnia
19;17;19;20;20;0;10;16;20;12;14;25;29;15;22;23;28;21;22;18;20;1;4;4;1;6;1;2;Derecho
17;18;16;20;20;20;18;20;14;14;10;23;8;17;6;26;10;23;24;29;6;3;1;0;4;4;9;0;Derecho
17;18;19;20;20;20;20;20;11;16;16;21;6;16;15;25;16;13;26;25;17;4;0;9;0;6;3;0;IngenieriaAmbiental
15;20;16;20;20;16;17;20;0;18;14;22;21;22;8;13;6;13;12;26;13;6;0;9;7;1;0;2;IngenieriaMecanicaElectrica
7;19;19;16;20;0;20;16;0;14;16;9;30;6;26;23;10;30;27;23;22;6;0;0;9;5;3;0;TecnologiaMedica
8;19;19;18;14;12;20;20;13;8;12;29;19;22;24;14;19;21;14;14;13;6;7;9;4;9;0;0;IngenieriaMecanica
18;17;19;16;20;14;16;16;20;12;8;22;24;16;25;19;10;10;26;10;17;2;5;5;8;0;0;0;MedicinaHumana
13;18;17;20;20;20;20;16;16;16;14;27;6;23;10;10;30;30;21;24;25;4;6;0;0;0;0;3;AdministraciondeEmpresas
15;16;19;18;18;20;20;20;15;18;18;14;19;29;23;6;28;14;17;9;30;0;6;3;2;0;6;0;AdministraciondeEmpresas
7;19;19;20;20;16;17;0;18;18;18;24;23;26;7;23;20;26;16;25;12;4;0;9;8;2;3;0;IngenieriaIndustrial
16;16;20;20;20;18;0;20;14;20;20;7;15;14;9;21;9;29;28;11;17;1;0;5;0;0;7;4;AdministraciondeEmpresas
17;18;20;20;20;18;20;20;20;20;16;25;27;8;23;11;9;25;16;23;29;4;0;9;2;0;0;1;IngenieriaMecanica
7;17;13;18;20;12;20;16;10;6;12;16;25;18;24;29;24;17;21;28;19;4;5;0;0;0;0;1;MedicinaHumana
11;16;10;18;20;20;0;12;12;12;20;19;23;12;18;13;26;14;7;14;18;4;2;8;7;1;4;0;MedicinaVeterinariayZootecnia
12;18;17;16;16;14;18;20;0;16;6;25;12;25;18;6;22;11;25;19;30;1;4;0;0;8;9;3;Teologia
9;15;9;16;6;10;4;8;0;14;20;30;6;30;21;9;14;16;22;10;28;6;0;7;2;0;0;0;Derecho
13;17;10;18;18;20;17;16;8.5;18;0;7;14;15;10;28;18;20;25;7;18;0;7;0;7;5;3;0;Derecho
13;18;16;8;8;14;14;16;16;8;18;28;26;11;19;23;6;9;28;16;8;3;0;0;0;6;1;3;CienciaPoliticayGobierno
17;17;18;18;20;14;6;20;14;16;12;19;13;26;22;24;24;16;21;16;24;3;6;9;0;0;4;0;IngenieriaAgronomicayAgricola
2;19;7;18;16;12;20;12;6;14;8;20;29;20;6;21;6;7;18;20;20;2;4;7;9;0;3;6;Enfermeria
14;18;19;20;16;16;20;16;12;18;16;15;20;17;10;26;10;14;22;17;24;4;4;3;0;3;9;0;Contabilidad
17;18;18;20;20;18;20;20;19;18;14;16;24;22;21;10;13;10;14;9;24;6;0;6;8;6;6;0;TecnologiaMedica
18;18;20;20;20;20;20;20;20;18;20;16;6;9;9;20;7;23;17;19;18;2;0;5;5;0;9;2;CienciaPoliticayGobierno
17;16;20;20;16;20;20;20;0;20;20;27;27;24;16;28;14;12;18;7;21;6;6;6;8;0;1;9;MedicinaVeterinariayZootecnia
15;18;19;18;20;20;20;12;7;20;14;26;8;9;23;14;16;8;29;28;23;6;5;4;4;7;6;0;CienciaPoliticayGobierno
8;17;20;20;18;14;20;16;11;12;14;10;17;25;25;17;13;8;14;16;21;6;6;9;3;6;0;7;IngenieriaMecanicaElectrica
10;16;19;20;20;18;19;20;0;20;18;19;21;8;18;6;20;7;16;22;7;6;6;0;3;6;9;4;IngenieriaComercial
16;14;18;0;16;18;16;12;10;16;16;29;14;18;6;20;15;20;17;6;20;5;1;6;9;6;9;0;Odontologia
13;17;20;16;8;20;13;16;14;16;0;17;14;18;10;11;6;25;25;19;6;6;7;9;0;7;5;7;IngenieriadeIndustriaAlimentaria
11;17;8;20;20;14;17;20;14;16;18;10;8;13;11;13;21;8;22;14;14;0;1;0;3;0;9;9;IngenieriaComercial
11;18;20;20;20;16;20;16;20;18;4;14;17;18;21;17;23;14;26;17;25;3;0;0;9;4;9;1;ObstetriciayPuericultura
11;18;16;20;20;20;20;20;12;20;18;25;25;8;21;8;20;18;22;25;21;6;1;0;9;5;5;0;MedicinaHumana
8;18;19;18;16;18;0;20;18;12;16;21;12;19;6;10;13;22;18;26;15;6;1;9;7;0;7;7;IngenieriaAgronomicayAgricola
13;18;20;20;16;20;20;16;5;12;14;13;17;19;9;12;28;23;27;10;22;6;1;9;0;0;9;2;MedicinaVeterinariayZootecnia
14;17;20;20;20;18;0;20;20;20;20;19;28;22;30;23;22;27;26;17;21;6;6;7;9;1;6;0;MedicinaHumana
15;19;18;18;20;20;20;20;17;20;20;13;20;12;27;11;21;29;10;14;18;4;1;5;2;0;9;6;Contabilidad
15;17;16;18;16;14;19;20;16;10;16;10;26;10;19;24;7;6;9;22;10;0;0;9;5;4;9;1;MedicinaVeterinariayZootecnia
16;17;19;18;0;16;16;20;8;16;0;19;14;18;19;21;25;24;24;22;10;0;7;0;8;4;5;0;FarmaciayBioquimica
18;16;15;20;16;8;20;20;17;20;20;18;15;10;12;17;17;8;27;28;18;2;2;3;5;0;0;7;CienciaPoliticayGobierno
9;17;20;12;14;10;17;16;12;10;0;18;9;26;15;21;15;18;14;22;11;0;4;9;5;1;9;4;IngenieriadeMinas
17;16;20;20;18;20;9;20;20;14;16;8;28;19;8;26;25;29;22;30;9;6;4;3;9;9;2;3;TurismoyHoteleria
19;16;17;20;0;18;20;20;17;20;0;11;26;26;14;27;14;13;20;27;8;6;3;9;7;4;5;2;Arquitectura
17;18;18;20;18;16;14;16;16;20;14;20;8;25;26;16;19;13;19;9;24;3;0;9;7;7;7;1;IngenieriaMecatronica
11;18;19;18;0;14;14;12;10;16;6;26;19;13;26;28;13;22;25;10;30;0;7;5;2;0;9;0;FarmaciayBioquimica
15;17;19;20;20;20;20;20;20;20;18;20;19;25;17;20;29;13;30;14;24;6;0;8;5;3;2;7;MedicinaVeterinariayZootecnia
14;17;19;20;20;20;20;16;11;20;20;25;17;11;8;23;12;21;16;22;22;0;3;9;0;9;6;5;IngenieriadeSistemas
18;9;10;20;20;14;20;20;18;14;20;19;11;8;24;15;9;14;9;14;6;3;7;5;0;0;3;1;Contabilidad
13;16;19;20;0;20;15;20;0;16;10;28;8;7;21;25;24;30;16;17;6;2;0;4;0;3;5;5;TurismoyHoteleria
16;8;19;16;20;20;0;16;16;16;18;8;15;8;12;24;20;10;8;22;24;4;7;9;9;7;3;5;Arquitectura
14;17;19;20;12;16;14;12;11;20;20;22;14;10;23;29;15;27;23;10;18;1;2;9;0;2;0;3;IngenieriaAmbiental
15;19;19;20;20;20;20;20;14;20;20;28;19;10;13;29;16;18;7;30;15;6;7;9;9;7;1;0;IngenieriaMecanica
14;17;19;20;18;20;20;0;16;20;12;12;9;13;17;24;24;16;24;30;29;0;5;0;2;0;9;1;Contabilidad
11;19;15;20;20;18;20;20;16;18;0;22;7;20;28;23;7;22;16;15;22;2;6;2;8;1;0;0;FarmaciayBioquimica
18;16;14;16;20;14;16;20;20;16;14;19;6;20;15;6;6;28;12;7;24;0;0;5;9;4;2;1;TecnologiaMedica
16;16;20;18;20;20;17;20;0;20;14;19;30;11;23;29;9;14;21;17;7;0;7;5;9;9;7;3;TrabajoSocial
18;17;20;20;20;20;16;20;17;20;20;11;8;14;6;10;26;19;24;10;8;4;7;9;4;7;0;9;IngenieriaMecatronica
19;18;19;20;20;20;20;20;20;18;20;21;7;22;10;21;8;8;12;17;23;2;0;9;5;0;9;0;IngenieriaElectronica
15;18;18;20;20;8;19;16;14;16;16;27;25;18;30;30;9;22;30;9;7;2;5;3;3;1;9;2;TecnologiaMedica
18;19;18;20;20;20;19;12;18;16;20;13;18;24;21;6;17;10;24;27;7;6;3;9;2;3;6;0;IngenieriadeSistemas
19;16;10;20;20;20;16;16;16;12;8;12;27;17;11;20;14;13;20;26;11;6;2;5;5;4;2;0;IngenieriaComercial
17;18;19;18;20;20;20;20;20;14;12;8;17;17;25;16;12;22;16;21;30;5;0;9;9;0;9;5;IngenieriadeSistemas
4;18;15;20;18;16;15;20;15;16;16;25;18;22;16;12;10;13;18;13;12;0;6;9;2;3;3;6;IngenieriaAgronomicayAgricola
17;17;20;20;16;20;20;16;20;18;20;7;30;12;15;15;12;13;6;20;13;6;0;3;5;0;2;1;Contabilidad
15;19;19;20;20;20;18;20;14;20;20;8;16;23;28;13;22;16;11;29;18;6;2;9;5;3;9;0;IngenieriaMecanica
17;9;18;20;20;18;19;20;20;18;16;16;8;23;12;26;19;15;19;16;22;5;4;9;7;3;2;0;IngenieriaMecanica
19;16;20;20;18;20;20;20;13;20;20;18;30;13;20;7;6;22;18;20;11;6;3;1;2;3;9;6;AdministraciondeEmpresas
16;17;20;12;20;18;20;20;20;20;10;30;7;11;12;11;26;25;10;16;27;6;5;9;9;6;6;0;IngenieriadeSistemas
12;18;19;20;20;20;20;20;12;20;0;24;25;25;24;26;28;18;23;21;29;1;4;9;9;6;5;0;Arquitectura
14;17;18;18;18;18;14;20;0;16;12;28;30;26;11;13;28;11;6;12;30;4;6;1;4;9;6;5;IngenieriaAmbiental
11;15;17;18;18;18;16;20;11;18;14;26;9;21;12;6;9;17;11;25;14;2;5;9;7;5;0;4;IngenieriaMecatronica
11;17;20;14;0;6;17;16;10;8;0;6;18;24;11;20;14;11;23;11;22;2;0;3;7;2;0;0;Derecho
16;16;20;18;16;16;0;16;0;12;14;15;17;11;19;28;10;15;23;17;12;2;1;9;4;3;0;2;IngenieriadeSistemas
15;18;19;18;20;20;11;0;15;20;20;14;9;22;25;27;6;22;13;19;16;6;4;9;6;9;1;6;IngenieriaCivil
18;18;18;20;18;12;13;20;19;14;8;28;6;6;21;26;30;16;9;28;11;6;0;9;9;9;9;0;IngenieriaElectronica
18;19;20;20;20;20;17;20;19;16;20;8;6;19;22;18;21;24;18;13;10;6;5;4;9;9;8;2;TrabajoSocial
19;16;17;20;20;18;19;20;14;20;16;27;23;16;20;21;19;30;8;24;7;2;2;0;3;0;3;7;Contabilidad
13;18;19;20;18;20;19;20;0;20;16;26;27;28;27;13;13;15;14;16;30;0;4;9;0;3;7;0;Arquitectura
15;19;19;18;16;20;20;20;17;10;16;28;7;8;11;20;14;8;29;13;8;1;1;8;7;0;1;0;IngenieriaMecanica
16;9;12;20;18;20;20;16;20;20;20;29;15;27;12;29;25;12;21;28;11;6;6;4;8;3;0;4;ObstetriciayPuericultura
9;19;17;20;18;16;20;20;17;18;14;14;7;27;24;8;30;26;7;21;6;3;3;1;4;3;9;3;Contabilidad
17;17;20;20;20;20;20;16;18;20;20;24;23;9;7;17;21;30;12;7;16;6;0;9;2;0;7;2;IngenieriaMecanica
6;18;11;20;20;18;20;20;11.5;14;14;17;11;18;24;21;28;7;29;23;13;6;2;6;4;6;9;5;Contabilidad
12;17;10;20;18;12;14;16;11;18;14;24;24;20;17;28;6;20;30;6;29;1;0;7;9;9;0;4;EducacionSecundaria
13;15;11;18;20;14;16;20;9;0;10;26;14;29;16;24;12;17;15;7;18;6;5;9;0;0;0;4;IngenieriadeSistemas
11;17;19;20;16;20;20;16;14;20;20;16;7;26;13;23;13;22;17;10;13;6;0;0;0;1;9;4;AdministraciondeEmpresas
5;16;15;20;18;14;12;20;20;20;16;15;24;19;22;10;11;23;24;14;16;4;5;0;0;5;6;5;IngenieriaComercial
16;17;18;20;20;16;16;20;20;16;18;24;7;23;15;15;29;23;27;28;29;0;6;1;8;0;9;4;Odontologia
8;19;18;18;20;16;14;12;0;20;16;21;8;15;27;10;6;13;27;13;18;6;3;6;0;0;5;0;CienciaPoliticayGobierno
13;17;10;20;18;12;19;20;7;14;0;17;16;25;24;30;10;10;8;25;19;0;0;9;0;6;9;0;IngenieriaMecanica
6;19;18;20;0;18;20;20;16;20;0;20;15;7;11;19;9;12;20;7;11;3;7;7;5;0;9;0;IngenieriaComercial
18;17;20;20;20;20;17;20;18;18;12;27;16;26;23;17;22;20;15;30;30;4;4;9;0;3;6;9;IngenieriaCivil
15;17;15;20;20;20;20;20;16;20;20;27;22;24;13;11;30;7;7;22;27;6;3;0;9;0;0;9;MedicinaHumana
20;17;18;20;20;20;19;20;14;16;20;13;12;12;18;10;16;28;12;15;24;6;6;4;9;0;9;9;FarmaciayBioquimica
16;16;17;18;18;14;11;16;20;16;8;22;11;24;14;11;8;24;14;26;8;2;6;9;0;5;2;6;IngenieriaMecanicaElectrica
12;19;17;18;10;10;18;16;7;10;6;25;19;10;17;27;16;30;18;11;26;0;5;5;7;9;0;5;ComunicacionSocial
8;15;11;20;16;14;9;12;0;12;20;11;16;15;14;27;15;8;21;9;9;6;6;0;5;9;7;9;Teologia
13;15;8;12;20;14;12;16;17;14;20;9;11;22;20;24;21;8;7;22;12;4;0;5;0;0;9;2;Derecho
14;19;18;20;18;18;17;20;18;14;12;21;18;29;10;22;22;19;20;16;24;6;1;5;9;0;0;0;FarmaciayBioquimica
18;17;19;20;18;18;0;16;18;20;14;12;11;9;16;23;16;13;21;15;17;1;1;3;0;7;9;0;Derecho
6;18;11;8;4;12;16;8;0;6;0;7;22;15;28;16;27;12;30;16;17;4;7;5;4;2;0;1;Derecho
15;18;17;16;18;16;16;16;17;16;12;9;24;6;14;23;30;29;23;8;13;6;6;9;6;2;7;6;IngenieriaCivil
15;18;20;18;18;12;0;20;9;18;18;28;22;8;10;6;11;7;28;29;26;4;5;7;4;0;2;0;Contabilidad
14;16;18;18;18;8;20;20;20;16;16;11;10;18;19;30;24;28;24;15;7;6;1;9;6;0;9;0;IngenieriaMecatronica
14;19;10;18;20;14;13;16;14;18;12;17;13;27;21;29;28;14;29;23;15;6;3;5;9;2;4;7;Odontologia
15;17;19;0;20;20;19;20;11;18;20;19;16;19;6;24;24;24;28;29;13;3;0;9;7;4;0;1;MedicinaVeterinariayZootecnia
