MatematicaI;MatematicaII;ComunicacionI;ComunicacionII;InglesI;InglesII;DesarrolloPersonal;Historia;ArteyCultura;Quimica;Biologia;Fisica;EmprendimientoI;EmprendimientoII;KuderA1;KuderA2;KuderA3;KuderA4;KuderA5;KuderA6;KuderB1;KuderB2;KuderB3;KuderB4;KuderB5;KuderB6;KuderC1;KuderC2;KuderC3;KuderC4;KuderC5;KuderC6;KuderD1;KuderD2;KuderD3;KuderD4;KuderD5;KuderD6;KuderE1;KuderE2;KuderE3;KuderE4;KuderE5;KuderE6;KuderF1;KuderF2;KuderF3;KuderF4;KuderF5;KuderF6;KuderG1;KuderG2;KuderG3;KuderG4;KuderG5;KuderG6;KuderH1;KuderH2;KuderH3;KuderH4;KuderH5;KuderH6;KuderI1;KuderI2;KuderI3;KuderI4;KuderI5;KuderI6;KuderJ1;KuderJ2;KuderJ3;KuderJ4;KuderJ5;KuderJ6;CapsE1MR;CapsE2SR;CapsE3VR;CapsE4NA;CapsE5LU;CapsE6WK;CapsE7PSA;CapsP1MR;CapsP2SR;CapsP3VR;CapsP4NA;CapsP5LU;CapsP6WK;CapsP7PSA;Career
15;20;14;20;20;20;20;20;20;19;16;13;20;18;1;2;2;5;3;3;2;1;5;4;3;3;3;5;5;1;1;5;1;1;5;4;4;3;5;1;3;4;4;4;5;1;4;5;1;4;4;2;1;4;3;5;5;2;3;4;4;5;3;4;3;4;5;5;3;4;3;3;2;2;1;4;8;1;2;9;7;0;55;67;20;40;75;80;Tecnologia Medica
9;5;14;20;16;20;20;0;12;8;16;16;10;0;3;1;3;5;3;4;4;5;4;3;4;4;4;3;2;4;1;4;2;2;2;2;4;2;2;4;3;2;5;4;5;3;3;4;2;3;5;3;5;3;2;2;1;4;2;2;5;1;4;3;2;5;3;2;4;3;1;4;5;2;2;7;9;5;5;7;1;25;77;100;50;63;62;35;Derecho
9;15;17;20;19;20;20;20;20;19;20;20;20;16;5;2;5;1;5;1;1;1;4;3;3;2;1;1;4;4;4;5;1;1;3;5;2;4;5;3;1;1;3;2;4;1;4;4;4;1;1;2;4;5;3;1;5;3;1;2;3;2;5;5;2;1;1;5;5;2;4;1;3;5;3;8;7;5;7;2;9;30;88;64;50;76;25;98;Derecho
17;18;18;15;16;17;20;20;20;9;20;20;20;20;3;2;5;1;1;2;5;3;5;5;3;1;5;4;4;1;1;1;4;3;2;3;5;1;2;1;1;5;2;2;5;2;2;2;2;3;1;1;3;1;5;3;3;2;3;2;2;2;1;5;1;4;5;4;2;1;3;2;4;5;1;7;7;9;1;5;1;15;77;64;100;26;46;37;Ingenieria Biotecnologica
4;14;16;17;18;20;16;16;20;16;20;19;6;18;2;4;5;1;5;2;4;5;3;4;1;4;1;5;3;2;1;5;4;4;1;4;5;2;4;3;3;2;5;5;5;4;4;2;3;5;3;1;2;1;4;4;5;2;5;4;5;5;4;2;2;3;3;3;3;5;2;1;2;1;8;9;4;1;4;7;1;65;94;42;20;56;62;6;Enfermeria
15;4;14;15;19;17;20;20;12;20;16;14;18;0;2;5;4;5;4;5;5;5;3;1;4;1;5;5;3;2;5;2;5;5;3;5;2;2;3;2;4;3;4;1;3;4;1;5;5;1;3;4;3;2;1;2;3;5;2;4;4;3;4;1;4;4;4;5;4;5;2;5;3;1;9;2;8;9;1;5;1;85;33;67;100;3;48;2;Administracion de Empresas
18;15;16;17;20;20;20;20;18;20;20;18;18;20;3;3;5;3;4;1;1;5;1;3;5;3;1;2;1;3;1;5;1;4;3;4;2;3;5;3;5;4;1;2;4;2;4;2;3;4;4;4;5;3;3;1;5;5;3;1;5;1;2;3;1;5;2;5;3;5;2;1;5;3;9;4;1;1;9;1;1;95;50;10;12;93;3;6;Odontologia
12;20;17;17;19;20;18;20;20;16;16;17;18;14;3;4;3;4;5;1;5;4;3;3;4;4;4;5;5;3;4;2;3;1;2;3;4;5;5;3;5;3;1;3;1;1;4;1;1;4;4;4;2;3;2;2;5;5;5;1;2;4;5;2;3;2;2;4;5;1;2;2;3;2;9;2;1;9;1;7;4;75;33;25;87;20;64;56;Farmacia y Bioquimica
8;12;0;16;10;20;16;18;18;12;20;20;18;16;3;3;5;2;2;3;4;5;5;5;1;4;5;4;1;2;5;2;1;2;3;4;4;3;1;2;3;4;5;5;1;3;2;3;5;3;5;5;5;5;5;1;1;2;5;1;4;3;2;1;5;4;2;5;3;3;2;4;2;1;4;6;1;3;1;9;1;35;66;25;33;20;87;26;Ingenieria Ambiental
14;2;17;20;19;18;18;20;16;20;20;0;18;16;5;2;2;4;4;1;2;2;5;2;5;2;5;3;5;3;4;3;4;3;3;1;5;3;4;1;3;5;1;1;5;5;3;5;4;4;2;3;3;4;1;3;1;2;3;2;2;5;2;1;1;4;5;5;3;4;4;3;1;3;5;4;1;8;7;9;9;45;55;3;66;80;87;95;Educacion Primaria
11;12;17;16;18;0;12;20;20;19;16;19;16;16;4;1;3;2;3;3;5;2;5;1;4;2;3;1;5;3;4;1;4;2;2;4;2;1;3;3;2;4;2;3;3;5;4;1;5;1;5;2;3;2;5;2;2;5;2;2;2;4;1;4;4;2;2;1;2;1;2;2;3;1;9;6;9;7;1;1;7;90;66;78;62;20;12;78;Teologia
20;12;16;16;20;17;20;20;18;19;20;16;18;14;4;1;1;1;4;4;1;3;2;1;2;3;4;2;2;1;5;2;4;5;2;2;5;3;5;4;2;2;1;1;3;4;1;1;1;4;3;5;5;4;5;4;5;3;5;5;4;3;3;1;1;3;2;2;3;2;1;3;4;2;6;2;3;1;2;5;1;50;33;35;4;43;48;33;Odontologia
9;14;17;17;18;10;20;18;20;15;12;10;14;12;5;1;2;1;4;1;2;5;2;2;5;3;1;3;1;3;5;5;4;5;2;2;5;5;4;3;4;2;2;2;1;2;4;4;4;3;2;3;2;1;3;3;5;5;1;5;3;4;4;5;3;3;3;2;5;1;1;1;3;2;9;1;1;5;7;1;7;90;0;14;45;80;21;81;Ingenieria Comercial
17;17;16;17;19;15;20;10;18;15;20;16;18;6;3;4;2;4;1;5;2;1;4;3;1;3;5;1;1;2;3;1;5;4;4;4;2;2;4;2;3;1;2;3;4;4;1;1;3;3;5;5;3;3;3;5;1;5;2;4;2;1;2;5;4;1;5;5;4;4;4;5;2;1;5;1;6;9;1;9;2;45;5;53;91;20;98;43;Turismo y Hoteleria
7;8;15;16;9;0;20;16;12;15;16;12;20;10;4;4;5;2;5;4;2;3;5;3;4;4;2;1;4;4;4;5;3;5;4;1;4;5;4;5;2;2;1;4;5;1;4;1;5;2;4;2;1;1;4;5;3;4;3;4;5;4;2;4;1;4;5;5;2;5;2;2;2;4;8;6;9;1;7;9;5;65;72;75;12;83;85;65;Derecho
16;13;18;18;18;0;20;20;0;19;20;14;18;18;3;4;5;4;3;5;1;1;4;1;5;3;2;5;1;4;5;1;5;2;4;5;5;1;4;4;3;2;1;4;5;4;4;1;3;2;1;4;2;1;4;3;5;1;2;5;4;3;5;4;2;2;1;2;3;3;2;4;5;5;8;1;1;9;9;3;3;65;22;7;100;96;35;46;Medicina Humana
14;20;17;15;20;17;20;18;20;15;12;20;18;18;3;2;3;4;3;2;4;3;2;3;2;2;3;3;5;2;2;5;2;4;3;2;1;4;4;3;3;1;1;2;5;1;1;4;2;2;3;4;4;5;3;1;4;5;1;2;1;2;3;3;2;3;1;5;4;1;3;5;1;2;7;1;9;9;2;4;1;55;16;71;79;40;41;23;Medicina Humana
12;18;16;18;20;20;20;18;14;13;20;17;18;16;1;3;1;5;2;2;2;3;4;3;3;2;3;4;1;3;5;2;1;4;2;4;2;5;5;5;3;1;4;5;4;1;2;4;4;3;2;2;4;3;5;1;5;4;4;5;5;4;3;5;1;2;1;1;4;4;5;1;5;5;2;8;9;9;1;6;1;25;88;96;79;33;58;36;Ingenieria Biotecnologica
14;18;17;17;20;19;18;18;16;16;16;16;18;12;1;1;5;4;1;2;3;1;3;5;2;3;1;3;1;5;1;5;4;3;4;4;5;4;1;5;1;3;3;2;1;1;1;5;4;1;2;5;4;3;1;2;2;5;1;4;5;3;5;1;4;1;2;5;3;2;4;2;3;5;9;1;5;6;8;1;3;85;0;50;54;90;3;50;Ingenieria Electronica
8;11;18;15;8;18;20;20;18;19;20;20;20;20;5;4;4;5;5;5;5;4;3;5;5;2;4;3;3;1;1;2;1;2;3;3;5;2;2;4;4;2;5;2;1;4;5;1;3;1;3;1;3;3;5;1;3;3;2;2;2;5;2;2;5;1;2;4;5;5;2;4;3;1;2;9;1;9;1;9;1;20;100;7;79;10;89;34;Ingenieria Ambiental
15;15;17;19;20;19;20;20;16;15;20;20;18;16;3;3;4;1;5;5;2;4;2;4;1;5;2;4;2;4;2;1;4;1;4;5;3;2;4;1;2;5;4;4;3;4;2;5;2;2;2;5;4;4;2;3;3;1;4;4;2;3;4;3;4;5;3;1;2;1;3;2;1;1;7;9;1;1;7;9;9;60;100;14;16;83;76;95;Psicologia
14;9;18;20;19;17;20;20;20;17;16;20;20;16;3;5;3;1;1;5;1;5;5;1;4;3;5;2;4;4;2;4;2;5;5;2;5;5;2;1;1;4;5;1;5;1;3;2;4;5;3;3;2;2;1;3;2;2;1;3;2;1;3;2;4;3;1;2;5;5;3;3;1;4;1;1;1;8;9;1;1;5;11;10;66;93;5;3;Educacion Secundaria
6;11;14;18;18;15;18;18;12;10;20;11.5;20;14;3;4;4;3;2;3;1;5;4;1;3;1;4;4;2;3;2;1;5;2;5;4;4;1;2;1;1;4;1;5;4;4;3;5;5;3;5;5;1;2;3;2;2;4;1;4;1;1;1;2;5;2;2;3;3;1;3;1;3;3;5;9;6;1;9;1;1;45;100;57;8;100;10;38;Ingenieria Biotecnologica
9;18;18;20;18;19;18;20;18;20;16;18;16;10;1;5;1;2;5;5;4;2;5;5;4;5;5;1;2;2;5;5;5;4;3;4;2;2;3;1;5;1;2;5;5;4;1;2;1;3;3;2;3;1;5;2;2;1;3;1;5;4;4;2;2;2;4;5;4;4;4;5;3;3;7;1;6;9;6;4;2;55;27;57;79;73;41;41;Educacion Primaria
17;16;17;16;0;19;20;6;18;8;16;14;14;0;1;3;3;1;2;1;1;2;1;2;4;4;2;1;1;1;2;3;1;4;1;1;2;1;3;4;1;5;4;1;3;2;2;4;4;1;2;5;3;4;4;3;5;5;3;1;3;5;4;3;2;1;4;3;1;3;5;4;4;5;4;6;9;7;1;9;1;35;66;75;62;26;78;28;Medicina Veterinaria y Zootecnia
18;13;17;18;19;14;20;20;18;16;20;20;18;20;5;2;2;2;3;3;1;3;3;2;3;1;2;2;3;2;2;2;4;4;5;5;3;4;5;5;1;2;3;3;3;5;1;4;4;1;5;1;2;1;5;1;5;3;1;4;2;4;5;2;2;4;3;5;5;2;5;5;5;3;1;9;9;6;5;9;4;15;100;78;54;66;78;56;Enfermeria
14;10;16;17;20;20;20;18;14;20;20;17;14;16;1;3;1;5;1;4;2;4;4;1;2;4;1;5;2;5;5;2;5;2;4;2;2;2;1;3;5;4;4;3;4;1;3;1;2;1;1;2;4;2;1;5;3;2;3;1;3;4;3;1;3;3;5;2;5;3;5;1;2;3;9;3;4;2;9;6;8;75;44;39;29;96;58;93;Ingenieria Agronomica y Agricola
15;10;17;17;20;20;20;18;14;20;20;17;20;18;5;2;2;5;1;2;3;1;4;1;1;3;4;1;5;1;4;1;4;5;4;4;5;5;3;1;5;2;1;4;1;1;1;5;3;2;1;1;4;2;4;1;5;1;3;4;1;1;1;2;5;2;4;4;2;3;3;2;3;4;5;4;5;1;1;1;1;40;55;50;4;26;5;18;Educacion Secundaria
20;17;17;16;20;13;20;20;16;20;20;20;14;8;1;5;4;3;5;4;4;3;1;3;5;1;1;3;1;2;4;4;4;4;4;3;3;2;5;3;1;5;4;4;3;5;4;4;3;5;3;2;3;4;3;2;1;2;5;2;4;5;1;3;1;5;4;5;5;2;3;5;4;2;1;1;9;1;3;9;2;5;5;71;20;50;80;41;Medicina Humana
7;15;17;17;19;18;16;20;20;13;20;16;20;20;3;2;4;3;1;5;3;4;1;4;2;1;5;1;3;3;2;3;4;5;2;4;2;4;4;2;4;1;3;5;3;2;5;3;3;5;1;2;4;2;2;5;4;1;4;4;1;1;1;1;3;3;3;1;1;5;2;1;4;2;9;4;9;5;5;1;7;85;50;85;50;63;3;80;Trabajo Social
15;13;17;15;19;18;14;20;20;19;20;20;20;14;2;5;2;3;4;5;4;3;5;5;4;1;3;5;4;3;1;5;2;3;5;3;2;2;3;3;2;3;2;3;1;5;3;4;1;2;1;5;5;4;5;1;4;5;1;5;2;4;1;2;5;1;4;2;5;5;4;3;2;5;7;9;2;9;7;9;7;55;94;28;91;76;89;81;Obstetricia y Puericultura
11;7;17;16;15.5;18;20;20;16;19;20;14;16;16;4;1;5;5;4;5;5;5;4;4;2;1;3;1;3;5;4;1;4;4;1;1;1;4;1;5;2;4;3;1;4;1;2;4;5;5;2;5;1;1;4;5;1;3;5;4;1;5;4;4;2;3;4;5;4;2;3;3;5;3;9;1;1;1;5;3;4;85;0;21;20;66;35;62;Derecho
11;15;16;16;0;20;20;20;18;14;20;13;18;16;4;2;2;3;3;3;4;1;1;5;3;3;5;4;1;4;4;5;2;5;3;5;5;5;4;5;2;3;2;3;1;4;4;2;5;4;5;5;3;4;5;5;4;2;4;1;4;4;5;4;1;3;5;4;4;2;4;5;5;3;5;6;1;9;1;1;1;45;72;0;83;13;19;36;Ingenieria Mecanica Electrica
17;20;17;20;14;19;20;20;20;20;20;20;20;20;1;2;1;3;3;2;2;4;1;1;2;4;4;3;2;2;3;4;3;3;5;1;1;1;1;2;1;2;2;2;3;3;5;1;2;1;3;1;2;4;4;2;1;5;1;2;4;3;2;2;3;2;4;4;1;2;3;2;4;5;7;1;1;1;6;2;4;55;16;17;8;73;30;58;Administracion de Empresas
10;3;18;20;18;16;20;18;18;20;20;18;16;12;2;2;3;3;5;2;1;5;2;5;4;2;5;3;5;5;2;2;5;2;5;5;5;2;4;2;4;4;5;5;1;5;5;4;4;4;3;4;5;3;1;1;2;5;1;2;3;1;4;1;3;1;5;1;3;4;5;2;4;5;7;4;9;9;1;5;1;60;50;100;100;23;48;12;Ingenieria Comercial
20;18;15;19;20;20;18;20;20;17;16;14;20;20;3;5;5;5;5;5;2;1;2;3;3;2;4;1;1;2;3;2;1;1;3;2;4;1;1;3;3;4;4;4;1;1;5;2;3;5;4;1;2;1;3;4;2;2;4;2;5;3;1;1;2;3;1;3;4;3;1;5;2;5;2;8;1;2;1;9;1;20;83;17;29;30;85;31;Ingenieria Mecatronica
0;6;17;16;20;15;8;14;6;0;16;3;4;6;3;5;4;4;1;4;1;3;3;1;1;2;1;4;3;2;4;5;3;4;2;1;3;4;1;2;3;5;3;2;3;4;5;4;4;2;1;1;3;2;3;3;5;1;3;2;4;5;4;4;3;5;5;4;3;1;3;5;3;3;9;1;6;9;4;1;1;95;0;57;91;60;3;22;Arquitectura
4;11;17;16;20;20;16;20;12;18;20;11;14;14;3;2;2;3;1;1;2;5;1;5;2;4;1;2;5;3;5;2;3;4;2;3;3;5;2;2;2;3;4;1;4;3;3;5;4;2;3;5;3;1;3;2;5;4;4;2;3;2;5;2;3;3;1;1;2;3;4;4;5;2;9;6;9;6;3;2;7;95;66;100;58;50;25;85;Administracion de Empresas
15;20;17;16;18;13;20;20;12;18;12;16;20;20;5;1;1;4;1;1;2;1;3;4;3;1;4;1;3;5;2;4;1;5;5;2;2;5;1;4;1;2;3;4;5;5;4;5;5;3;4;4;3;1;3;2;5;4;2;2;1;2;2;5;1;4;5;4;1;5;1;2;3;2;9;3;1;9;5;9;4;100;38;10;87;63;82;61;Ingenieria Mecatronica
15;18;15;18;17;0;20;20;20;20;20;11.5;20;20;4;4;2;1;2;1;3;5;1;5;1;2;2;3;1;4;1;2;4;5;5;5;3;1;4;1;1;5;1;4;5;1;3;3;3;1;3;4;5;4;1;4;1;4;1;5;2;2;4;4;2;2;1;3;5;4;3;5;5;1;9;4;1;5;8;5;8;100;50;10;45;86;48;88;Turismo y Hoteleria
13;20;18;20;18;18;20;20;18;15;20;20;18;12;5;3;5;1;4;4;2;1;3;2;4;5;5;1;5;1;4;1;3;4;2;2;1;3;2;5;3;3;5;5;5;3;1;1;1;2;2;3;4;4;5;1;3;3;1;5;5;1;4;4;4;3;2;1;5;2;1;5;1;4;7;1;1;3;2;4;7;60;16;21;33;36;41;84;Teologia
11;15;17;18;20;20;12;20;8;10;0;20;10;10;2;2;3;3;1;4;5;3;1;2;4;5;4;4;4;5;1;1;4;4;1;4;4;2;4;4;1;3;4;5;1;1;2;4;2;1;5;4;1;1;5;5;3;1;1;2;5;5;5;5;5;3;1;5;3;4;5;3;3;3;9;6;4;1;1;1;4;70;72;39;25;13;1;60;Ciencia Politica y Gobierno
13;17;17;18;20;12;20;18;18;20;20;18;16;8;3;3;1;5;4;5;3;5;3;2;2;5;4;1;4;3;5;1;5;2;5;1;2;5;1;4;1;3;4;1;1;2;1;1;1;4;2;5;3;5;3;3;5;4;1;4;4;4;2;5;4;4;4;3;3;1;5;3;1;5;9;1;3;6;1;5;9;80;22;35;58;20;50;94;Educacion Secundaria
15;20;15;17;20;0;20;20;6;0;16;20;10;14;2;1;4;4;5;4;4;4;2;2;1;2;1;5;2;1;2;3;2;2;2;2;3;2;3;1;1;5;1;5;1;4;2;5;2;2;1;5;5;2;3;4;3;2;5;5;4;2;5;2;1;3;3;3;4;4;1;1;5;1;1;1;1;6;9;7;5;10;27;10;54;100;64;65;Administracion de Empresas
9;0;16;15;14;9;18;16;12;8;20;0;14;6;4;1;3;2;5;2;4;4;3;3;1;5;3;2;3;1;2;1;5;5;1;4;2;2;1;4;3;1;1;5;4;1;4;1;2;5;1;3;3;5;4;3;3;3;1;3;2;1;2;1;1;2;3;3;2;4;2;1;3;5;9;1;1;3;6;3;1;100;11;0;37;70;35;36;Derecho
7;6;14;17;20;16;16;18;12;8;20;3;20;0;2;3;5;3;1;5;2;4;3;2;3;1;3;1;5;2;5;2;5;5;4;1;1;3;4;1;3;5;2;3;2;4;2;3;1;3;3;4;5;5;5;1;4;3;2;1;5;5;1;3;1;2;1;5;5;3;1;3;4;5;9;1;5;9;7;1;1;95;27;50;87;83;10;6;Ingenieria Mecatronica
20;15;16;18;20;20;18;20;20;20;16;20;20;20;5;1;2;4;5;1;4;5;5;4;3;1;2;1;3;5;5;1;3;1;2;4;3;5;4;2;5;5;4;1;1;4;5;3;3;1;4;1;4;3;5;3;5;2;3;2;2;5;2;1;4;5;2;4;2;3;5;3;3;5;7;2;6;9;1;1;8;60;33;57;95;0;5;91;Contabilidad
7;13;17;19;18;16;20;20;16;11;20;12;18;16;4;5;4;1;2;1;4;5;5;1;1;4;4;5;3;3;3;4;2;5;5;5;4;1;4;5;1;3;2;3;3;4;2;2;4;5;2;4;5;2;1;3;1;1;4;4;2;1;5;3;2;1;5;2;2;1;2;1;4;5;5;1;1;9;1;5;1;40;11;25;75;20;46;10;Turismo y Hoteleria
17;20;17;15;20;0;20;20;20;10;20;20;14;20;1;1;2;3;2;4;5;1;5;5;5;5;3;5;3;3;3;1;1;5;5;4;5;2;3;5;4;5;4;3;5;4;4;3;4;2;2;5;5;2;3;4;5;4;4;4;5;4;2;5;1;1;2;2;4;3;2;1;4;4;1;1;9;9;4;9;1;15;16;96;91;53;91;13;Ingenieria de Minas
14;12;16;18;19;16;0;14;0;10;12;17;12;14;2;4;5;4;5;3;1;2;3;1;2;3;1;3;1;3;3;5;3;4;4;2;4;4;2;1;5;2;1;4;3;4;2;1;4;4;4;5;2;1;4;1;4;2;1;3;1;4;4;4;4;1;1;1;1;3;3;1;1;4;9;1;1;6;3;1;1;95;5;10;58;50;23;6;Tecnologia Medica
15;18;0;17;20;0;20;20;20;15;20;12;16;20;4;2;1;4;3;3;2;3;4;3;2;5;4;4;4;3;2;1;1;2;2;3;4;1;1;4;1;3;2;4;4;5;4;4;1;2;5;2;4;1;5;2;5;2;3;4;1;5;5;2;2;3;2;3;4;2;4;2;5;4;4;1;8;1;1;6;1;35;16;67;4;33;58;21;Medicina Veterinaria y Zootecnia
7;7;20;17;20;19;20;10;8;16;20;3;12;14;5;1;5;3;5;3;2;3;5;3;5;1;1;5;2;4;3;2;2;5;1;3;5;3;3;4;5;3;2;1;4;1;2;3;1;4;5;5;4;3;5;2;3;4;5;3;5;1;5;4;2;1;3;5;4;3;3;2;3;1;9;3;9;7;3;1;1;90;38;71;62;46;17;31;Ingenieria Mecatronica
14;15;18;20;18;15;20;20;20;16;20;14;20;20;1;4;3;2;3;3;4;3;3;2;5;5;3;4;4;4;3;1;1;3;2;4;3;2;2;2;2;1;1;1;2;5;4;1;5;1;1;3;2;2;4;2;3;4;1;5;4;4;4;5;5;2;2;2;4;2;5;4;1;2;5;1;9;3;2;1;1;40;22;92;37;36;14;10;Obstetricia y Puericultura
13;20;0;16;19;20;20;18;18;17;20;16;18;14;1;2;4;5;4;3;2;2;5;5;4;1;3;4;2;5;4;1;5;5;3;3;2;4;2;3;3;1;1;4;4;2;1;3;1;5;4;1;5;3;2;3;4;4;5;2;5;5;1;2;5;2;5;4;1;2;2;5;3;5;7;1;6;7;9;6;1;55;22;57;62;100;53;16;Administracion de Empresas
14;12;20;16;20;19;20;20;18;19;20;20;20;14;5;4;3;5;1;5;4;2;1;5;4;5;4;1;4;4;4;3;4;5;2;3;1;3;5;5;5;2;5;2;5;2;5;4;5;4;1;1;4;3;2;3;4;2;2;1;4;1;4;4;4;1;3;5;4;2;4;2;1;5;9;1;1;9;6;1;4;90;27;25;100;73;17;61;Medicina Veterinaria y Zootecnia
12;12;18;19;20;20;20;18;20;18;0;5;14;16;2;1;2;1;3;1;5;2;1;4;5;3;4;5;1;1;2;1;2;2;2;2;3;2;5;3;3;3;5;4;5;1;5;4;4;2;5;1;2;1;5;2;2;5;4;1;4;3;1;5;3;1;1;5;2;1;1;1;2;3;3;9;2;8;3;9;9;30;94;28;70;46;80;98;Ingenieria Mecanica Electrica
12;14;16;16;18;19;20;20;12;18;20;14.5;20;16;1;4;3;1;1;3;3;1;1;4;1;5;1;4;4;5;2;4;2;2;2;2;3;4;1;2;4;1;2;4;4;5;4;4;2;4;3;3;4;3;4;5;4;3;3;2;4;4;5;1;4;2;2;4;4;3;3;2;1;1;9;9;4;9;5;1;1;95;100;42;95;66;21;6;Ingenieria Electronica
12;10;13;18;20;20;18;20;10;19;16;17;20;20;4;3;4;5;1;2;4;1;2;3;2;2;3;4;3;4;5;1;4;5;1;1;3;2;1;5;3;3;4;2;1;4;2;2;5;5;1;4;3;4;5;2;3;1;2;4;5;4;2;1;5;5;1;2;5;3;1;5;1;1;6;5;9;9;8;6;1;50;61;78;100;90;53;13;Comunicacion Social
11;16;17;17;19;20;20;20;20;8;20;16;20;14;4;2;2;3;5;5;2;3;5;5;5;3;5;4;5;3;5;3;5;3;3;1;2;3;5;5;2;1;2;2;2;3;3;5;5;2;5;4;2;2;1;4;1;1;3;2;3;2;2;4;3;4;4;4;1;1;2;2;3;2;9;4;8;9;4;7;5;90;50;67;100;60;62;66;Ingenieria Ambiental
10;13;17;17;18;13;18;20;18;4;20;8;20;18;5;1;1;2;4;3;2;2;1;3;1;3;3;4;4;2;3;1;5;1;4;1;1;4;1;5;3;1;2;2;2;4;5;2;2;4;1;3;4;4;2;4;1;5;3;5;4;1;3;3;3;5;4;1;5;5;1;4;5;3;9;3;1;7;4;5;1;80;38;21;62;53;46;37;Enfermeria
18;17;18;17;15;18;20;20;20;20;20;20;20;18;4;2;1;2;4;3;4;3;4;3;5;4;1;3;1;4;5;5;5;4;3;3;3;2;1;5;5;3;2;5;3;4;5;4;1;4;3;1;2;2;2;4;4;3;5;4;2;2;2;5;1;1;3;3;5;3;1;1;4;3;9;9;1;3;5;1;1;100;100;10;33;66;5;7;Medicina Humana
18;12;15;16;20;20;18;20;20;20;20;6;12;20;4;2;3;3;4;2;1;3;2;1;2;4;2;2;5;2;3;1;2;2;4;4;5;5;3;5;4;4;1;5;2;5;4;5;2;5;3;5;1;3;5;5;4;4;2;4;1;2;3;2;1;2;1;3;2;3;4;5;3;5;9;6;4;1;1;6;3;75;72;39;25;33;55;49;Ingenieria Mecanica Electrica
9;17;18;20;15;17;18;12;20;15;20;0;8;12;1;3;5;4;2;5;1;4;5;5;1;4;4;1;2;1;2;2;5;3;5;3;4;3;4;4;4;4;4;2;2;1;2;5;1;4;4;2;5;4;5;3;2;3;5;1;5;2;1;3;3;4;2;3;2;5;2;3;3;5;1;3;5;1;6;1;1;10;44;50;25;73;10;30;Ingenieria de Industria Alimentaria
0;9;16;15;11;16;20;18;18;12;20;17;16;16;4;2;5;5;3;3;2;2;2;3;4;1;5;3;4;4;3;2;4;5;3;1;5;1;4;1;3;2;5;1;1;3;2;5;4;4;1;3;1;1;2;1;2;1;4;5;3;2;2;2;4;3;4;1;2;4;1;4;3;5;9;8;1;1;1;1;1;100;83;7;0;16;8;34;Ingenieria Ambiental
18;17;20;20;19;17;20;14;12;20;16;13;14;18;3;3;1;3;5;2;4;5;4;1;2;1;5;3;3;1;3;1;2;1;4;5;4;3;4;1;5;3;4;3;1;1;4;5;1;2;3;2;1;4;1;4;2;2;2;2;2;2;2;1;3;5;5;4;2;4;3;2;2;2;8;4;9;9;4;3;7;65;50;71;100;56;35;78;Tecnologia Medica
18;15;17;18;19;18;16;20;20;20;12;17;20;20;5;5;3;1;4;5;1;5;5;5;1;2;1;1;1;1;1;2;4;2;3;4;2;3;1;4;2;4;3;1;2;2;1;2;1;5;4;4;1;5;2;1;5;2;4;4;1;3;1;4;5;1;5;5;1;4;1;2;3;1;9;1;1;9;3;9;1;80;11;14;79;50;75;34;Ingenieria Comercial
12;7;16;14;20;19;18;20;20;20;16;8;18;20;4;4;2;5;2;1;2;2;1;1;5;2;2;1;1;1;5;2;3;4;2;1;5;3;2;1;2;2;3;2;2;4;3;1;2;4;1;5;5;1;3;4;4;5;4;4;2;3;1;3;3;2;5;3;2;3;3;5;1;4;7;8;9;8;1;7;3;60;88;96;66;10;64;50;Derecho
15;16;0;18;20;20;18;14;16;10;16;0;16;14;5;3;1;2;4;3;1;3;4;5;3;3;2;4;4;1;4;1;3;4;4;3;3;1;3;2;2;2;3;1;2;1;3;2;1;3;1;4;5;3;3;4;4;3;1;2;2;1;5;5;2;4;2;2;4;1;4;2;5;5;5;1;1;9;8;9;4;40;16;21;100;90;92;59;Educacion Secundaria
18;12;14;10;8;13;18;18;16;13;16;0;16;10;1;5;1;4;4;2;4;5;4;5;3;5;4;4;1;4;4;5;2;5;5;1;5;5;1;3;1;4;2;4;3;4;3;1;3;5;1;3;4;1;4;1;3;2;5;2;5;2;5;3;2;5;3;4;5;2;5;2;4;2;9;7;1;6;2;4;5;80;77;7;58;36;41;64;Ingenieria Ambiental
11;6;17;20;16;16;20;20;12;20;20;14.5;18;12;5;3;3;1;5;5;5;1;3;2;4;5;3;2;1;1;2;5;4;5;2;5;4;5;3;2;5;5;4;1;5;5;5;4;5;4;1;1;2;1;4;2;1;3;5;2;1;5;2;4;2;2;3;2;2;2;3;1;3;4;1;8;3;4;7;1;3;5;88;32;41;76;17;46;Ingenieria Mecanica Electrica
14;5;17;18;15;9;0;16;8;20;8;12;6;8;2;3;5;1;2;5;5;2;3;3;1;3;3;3;5;3;2;1;2;3;5;1;2;4;4;3;2;4;1;5;1;2;5;4;5;3;2;3;3;1;2;4;1;5;3;1;3;4;5;3;2;5;5;1;1;1;4;4;4;4;4;1;1;1;3;2;6;35;27;14;20;50;30;75;Teologia
